cluster,recency,frequency,monetary,avg_spend,response_rate,count,profile
0,394.13581209915066,1.0,92.4747844802681,92.4747844802681,0.008493673080256543,34614,"At-Risk Customers (High recency, low engagement)"
1,129.62147883511963,0.9832196600627909,91.30328699794305,91.30328699794305,0.002511637977698387,46185,"Low-Value Occasional (Low freq, low monetary)"
2,242.11227336122732,1.0,300.5914816006866,300.5914816006866,0.00482780817508851,18642,"High-Value Loyalists (Medium recency, high monetary)"
