segment,total_spent,total_orders,days_since_last_order,avg_order_value,response_rate,count,profile
0,278.45190382526494,1.1353668203035552,410.4433549599272,0.13068305365843647,0.0,34063,High-Value Loyalists
1,194.79619341563784,1.0781893004115226,224.0,0.008646594770168325,0.3365134859318065,486,Price-Sensitive Frequent Buyers
2,332042.75,25.0,498.0,51.4825337636894,0.0,1,At-Risk Customers
3,162.64838776592424,1.0500655062698858,152.1378906981097,-0.07029667533204363,2.401896562480504e-05,64116,Regular Customers
